id,lat,lng,red,green
10.0,37.4777135,126.9153603,0.0,0.0
1007.0,37.5547454,127.1364893,0.0,0.0
101.0,37.4873221,127.101742,0.0,0.0
1014.0,37.5547665,127.1291998,0.0,0.0
1015.0,37.5311298,127.137503,0.0,0.0
1016.0,37.5517116,127.1563351,0.0,0.0
1017.0,37.5491714,127.1493232,0.0,0.0
1029.0,37.528011,127.1191417,0.0,0.0
1030.0,37.5145952,127.1148971,0.0,0.0
1031.0,37.4932805,127.1296167,0.0,0.0
1037.0,37.5097733,127.0788142,0.0,0.0
1038.0,37.4896637,127.1091864,0.0,0.0
1040.0,37.4824117,126.9298743,0.0,0.0
1041.0,37.4739563,126.9530389,0.0,0.0
1042.0,37.4898846,126.9253618,0.0,0.0
1047.0,37.4863436,126.9350321,0.0,0.0
1049.0,37.488432,126.9301134,0.0,0.0
1057.0,37.5433189,127.1023666,0.0,0.0
1058.0,37.5411583,127.095843,0.0,0.0
1059.0,37.5450815,127.085301,0.0,0.0
1062.0,37.643182,127.0223348,0.0,0.0
1063.0,37.6354763,127.0338317,0.0,0.0
1066.0,37.6053721,127.0787309,0.0,0.0
1068.0,37.6129609,127.1013286,0.0,0.0
1069.0,37.5950098,127.0803091,0.0,0.0
107.0,37.4971179,127.1325641,0.0,0.0
1070.0,37.6110042,127.0626167,0.0,0.0
1071.0,37.6169501,127.056418,0.0,0.0
1073.0,37.6289119,127.0713419,0.0,0.0
1074.0,37.6379678,127.0724311,0.0,0.0
1075.0,37.6435364,127.0648555,0.0,0.0
1077.0,37.6455616,127.0638932,0.0,0.0
108.0,37.52364,127.0283351,0.0,0.0
1082.0,37.647864,127.0157962,0.0,0.0
1083.0,37.5031759,126.9362586,0.0,0.0
1086.0,37.6306573,127.024451,0.0,0.0
1088.0,37.5170546,126.8394136,0.0,0.0
1089.0,37.6491922,127.0695663,0.0,0.0
109.0,37.4953066,127.0250233,0.0,0.0
1091.0,37.5508022,126.8363575,0.0,0.0
1092.0,37.558026,126.8609272,0.0,0.0
1102.0,37.4931506,126.8374117,0.0,0.0
1103.0,37.4916277,126.8326653,0.0,0.0
1104.0,37.528839,126.8803406,0.0,0.0
1108.0,37.6058605,126.9153867,0.0,0.0
1109.0,37.608822,126.9313876,0.0,0.0
111.0,37.5773531,126.9881574,0.0,0.0
1112.0,37.4830837,126.9437765,0.0,0.0
1114.0,37.4757545,126.9527111,0.0,0.0
1117.0,37.4787077,126.952316,0.0,0.0
1123.0,37.4982423,127.0588972,0.0,0.0
1125.0,37.4788254,126.9896875,0.0,0.0
1126.0,37.5094109,127.1406962,0.0,0.0
1129.0,37.5468186,127.1058991,0.0,0.0
1132.0,37.5225465,126.8479725,0.0,0.0
1133.0,37.5471526,126.8804472,0.0,0.0
1134.0,37.5154598,126.8549984,0.0,0.0
1137.0,37.5717896,127.0379466,0.0,0.0
1141.0,37.5197869,126.8724966,0.0,0.0
1142.0,37.5392483,126.8241611,0.0,0.0
1147.0,37.5515969,126.8494681,0.0,0.0
1148.0,37.5579696,126.8445957,0.0,0.0
1149.0,37.5405044,126.8362387,0.0,0.0
1156.0,37.5240653,126.850906,0.0,0.0
1157.0,37.5392572,126.885634,0.0,0.0
1159.0,37.5392679,127.0983676,0.0,0.0
1165.0,37.6122201,127.0774212,0.0,0.0
1167.0,37.6155455,127.0763599,0.0,0.0
1168.0,37.6042801,127.0251618,0.0,0.0
1172.0,37.6256089,127.0730069,0.0,0.0
1173.0,37.6536533,127.0576018,0.0,0.0
1174.0,37.6517571,127.0415856,0.0,0.0
1175.0,37.5618654,126.8271627,0.0,0.0
1178.0,37.549146,126.8164821,0.0,0.0
1179.0,37.5479585,126.8363561,0.0,0.0
1181.0,37.6522204,127.0775849,0.0,0.0
1183.0,37.5017678,127.0219365,0.0,0.0
1184.0,37.6299598,127.0540575,0.0,0.0
1188.0,37.603529,126.9254019,0.0,0.0
1190.0,37.5734357,126.8114452,0.0,0.0
1192.0,37.497489,126.8931062,0.0,0.0
1194.0,37.4985483,126.8859459,0.0,0.0
1195.0,37.5099471,126.8581124,0.0,0.0
1197.0,37.6304785,126.9192546,0.0,0.0
1198.0,37.6095274,126.9329975,0.0,0.0
1199.0,37.6164644,126.9188239,0.0,0.0
1201.0,37.4842028,126.9397976,0.0,0.0
1202.0,37.483251,126.9422263,0.0,0.0
1203.0,37.4823876,126.9507765,0.0,0.0
1204.0,37.526944,127.1216188,0.0,0.0
1207.0,37.4925273,127.0282361,0.0,0.0
1210.0,37.5217478,126.8464293,0.0,0.0
1211.0,37.4983006,127.0761548,0.0,0.0
1213.0,37.4697198,127.1246679,0.0,0.0
1217.0,37.6124172,126.9153304,0.0,0.0
1219.0,37.5567035,126.9236053,0.0,0.0
1221.0,37.5200047,127.0345078,0.0,0.0
1222.0,37.6003969,127.1095853,0.0,0.0
1223.0,37.6071913,127.1009568,0.0,0.0
1224.0,37.5981879,127.0928062,0.0,0.0
1225.0,37.5977124,127.0907475,0.0,0.0
1226.0,37.5970829,127.0880897,0.0,0.0
1228.0,37.5963673,127.0855416,0.0,0.0
1229.0,37.5958166,127.0834891,0.0,0.0
123.0,37.5035548,127.108687,0.0,0.0
1230.0,37.5936973,127.0750493,0.0,0.0
1231.0,37.5811365,127.0833663,0.0,0.0
124.0,37.5013203,127.0119728,0.0,0.0
1240.0,37.4995128,127.1173909,0.0,0.0
1246.0,37.6567244,127.0747857,0.0,0.0
1248.0,37.6090052,126.9271324,0.0,0.0
125.0,37.4993896,127.012412,0.0,0.0
1250.0,37.5358786,126.8283063,0.0,0.0
1251.0,37.5192253,126.8682198,0.0,0.0
1258.0,37.5318001,126.8311065,0.0,0.0
1259.0,37.5564198,126.8163959,0.0,0.0
126.0,37.5118557,127.0783248,0.0,0.0
1260.0,37.554934,126.8164716,0.0,0.0
1262.0,37.5465793,126.8627797,0.0,0.0
1264.0,37.4858373,126.8963407,0.0,0.0
1267.0,37.6151403,127.0584078,0.0,0.0
1268.0,37.598177,127.0801726,0.0,0.0
1269.0,37.5859784,127.0766987,0.0,0.0
127.0,37.5047906,126.8707855,0.0,0.0
1274.0,37.4972768,126.855287,0.0,0.0
1275.0,37.5358388,126.887817,0.0,0.0
1277.0,37.4773101,126.9632255,0.0,0.0
1282.0,37.4995878,126.867515,0.0,0.0
1283.0,37.499753,126.8746312,0.0,0.0
1284.0,37.5094222,126.8888701,0.0,0.0
1286.0,37.5518562,126.8165775,0.0,0.0
1289.0,37.5469035,127.0666623,0.0,0.0
129.0,37.527766,126.8489599,0.0,0.0
1294.0,37.5242539,126.9216726,0.0,0.0
1296.0,37.5269682,126.9259912,0.0,0.0
130.0,37.5324079,126.8637392,0.0,0.0
1300.0,37.5136696,126.8558703,0.0,0.0
1301.0,37.4848622,126.9139674,0.0,0.0
1303.0,37.4980986,126.8650692,0.0,0.0
1307.0,37.5077251,126.8864342,0.0,0.0
131.0,37.529852,126.8639811,0.0,0.0
1311.0,37.4943499,126.9108883,0.0,0.0
1312.0,37.4867716,126.9046821,0.0,0.0
1313.0,37.5127235,126.950755,0.0,0.0
1315.0,37.6215202,127.0871954,0.0,0.0
1316.0,37.4387578,126.9031489,0.0,0.0
1317.0,37.4965942,126.9142821,0.0,0.0
132.0,37.5277056,126.8641695,0.0,0.0
1324.0,37.4971956,126.9175609,0.0,0.0
1327.0,37.5995615,127.0799044,0.0,0.0
1328.0,37.6287176,127.0566911,0.0,0.0
1329.0,37.6353835,127.1058072,0.0,0.0
133.0,37.5261313,126.86433,0.0,0.0
1338.0,37.4981671,126.9534147,0.0,0.0
1339.0,37.5049937,126.9535861,0.0,0.0
134.0,37.522482,126.8654334,0.0,0.0
1344.0,37.6617744,127.0275704,0.0,0.0
1347.0,37.6265503,127.0474889,0.0,0.0
1365.0,37.5678008,126.807633,0.0,0.0
1366.0,37.542824,126.8839612,0.0,0.0
1369.0,37.5214436,127.1338209,0.0,0.0
1370.0,37.4814399,126.8924436,0.0,0.0
1371.0,37.4845783,126.8953766,0.0,0.0
1375.0,37.5008325,127.0223736,0.0,0.0
1376.0,37.4574587,127.015052,0.0,0.0
1382.0,37.5469781,127.1735795,0.0,0.0
1383.0,37.5770521,127.028177,0.0,0.0
1385.0,37.6204416,127.0844659,0.0,0.0
139.0,37.5259881,126.8966682,0.0,0.0
1392.0,37.6192813,126.9055659,0.0,0.0
1395.0,37.607864,126.9247807,0.0,0.0
1396.0,37.6084925,126.9286966,0.0,0.0
1400.0,37.6015902,127.0794582,0.0,0.0
1409.0,37.5431087,127.0721262,0.0,0.0
141.0,37.5367558,126.9640169,0.0,0.0
1411.0,37.5585656,126.8382311,0.0,0.0
1412.0,37.5070753,126.8382113,0.0,0.0
1414.0,37.5638221,127.0661796,0.0,0.0
1417.0,37.5255313,126.8778681,0.0,0.0
1419.0,37.4902191,126.8258778,0.0,0.0
142.0,37.5240898,126.9255236,0.0,0.0
1420.0,37.4708937,126.941437,0.0,0.0
1424.0,37.5045213,127.0244864,0.0,0.0
1426.0,37.5976128,126.938609,0.0,0.0
1429.0,37.5223505,126.8502162,0.0,0.0
143.0,37.5550885,126.8123755,0.0,0.0
1437.0,37.5568376,126.8497898,0.0,0.0
1445.0,37.5212623,126.8687223,0.0,0.0
1446.0,37.4686115,127.0398477,0.0,0.0
1449.0,37.586706,126.9123647,0.0,0.0
1452.0,37.4629883,126.9189999,0.0,0.0
1453.0,37.4641841,126.9191902,0.0,0.0
146.0,37.4587999,127.0560009,0.0,0.0
1460.0,37.4993609,127.0471824,0.0,0.0
1462.0,37.558173,127.0770269,0.0,0.0
1463.0,37.5756133,127.0050093,0.0,0.0
1466.0,37.4942083,127.1037845,0.0,0.0
1467.0,37.4817961,126.8866962,0.0,0.0
147.0,37.652399,127.0511283,0.0,0.0
1473.0,37.5884215,127.0799976,0.0,0.0
1474.0,37.6163978,127.0934141,0.0,0.0
1476.0,37.6156533,127.0950985,0.0,0.0
1479.0,37.6078185,127.0040433,0.0,0.0
148.0,37.5288059,126.9165964,0.0,0.0
1480.0,37.5684552,126.8413132,0.0,0.0
1481.0,37.5644029,126.8488601,0.0,0.0
1483.0,37.501598,126.8465594,0.0,0.0
1486.0,37.5514435,126.8640003,0.0,0.0
149.0,37.5303325,126.9190971,0.0,0.0
1491.0,37.6034197,127.0321738,0.0,0.0
1496.0,37.5058486,126.9110174,0.0,0.0
1498.0,37.4856388,126.9561764,0.0,0.0
1499.0,37.5067948,127.0957856,0.0,0.0
150.0,37.5729392,127.0075758,0.0,0.0
1500.0,37.5070194,127.0941344,0.0,0.0
1506.0,37.5726051,126.9915319,0.0,0.0
151.0,37.5761684,127.0022106,0.0,0.0
1510.0,37.5250441,126.8562118,0.0,0.0
1517.0,37.5571909,127.1713299,0.0,0.0
1524.0,37.4787286,126.8936444,0.0,0.0
1525.0,37.5140373,126.8697183,0.0,0.0
1526.0,37.5485973,126.8199932,0.0,0.0
1527.0,37.5561132,127.081971,0.0,0.0
