lat,lng,red,green
35.844678997,128.6254903516,154.0,46.0
35.844678997,128.6254903516,154.0,46.0
35.8630080313,128.6263884689,137.0,63.0
35.863343704,128.6290418317,137.0,63.0
35.863343704,128.6290418317,171.0,29.0
35.8623106477,128.6288683594,171.0,29.0
35.869738,128.6415599517,96.0,44.0
35.8700124152,128.6403490365,96.0,44.0
35.8700124152,128.6403490365,96.0,44.0
35.6794932733,128.4597583523,126.0,34.0
35.8729035614,128.6582542007,97.0,23.0
35.8729035614,128.6582542007,97.0,23.0
35.8729035614,128.6582542007,89.0,31.0
35.8446761542,128.7056881748,103.0,27.0
35.843849,128.7065150369,103.0,27.0
35.8446761542,128.7056881748,113.0,17.0
35.8435392478,128.7052529978,113.0,17.0
35.8435392478,128.7052529978,103.0,27.0
35.841897883,128.706114,103.0,27.0
35.841897883,128.7061637806,113.0,17.0
35.8438390661,128.7065150369,113.0,17.0
35.8463125096,128.7073570732,108.0,22.0
35.8463125096,128.7073570732,108.0,22.0
35.8463125096,128.7073570732,114.0,16.0
35.8451706355,128.7063586271,114.0,16.0
35.8417802987,128.7102443253,89.0,31.0
35.8417802987,128.7102443253,89.0,31.0
35.8417802987,128.7102443253,89.0,31.0
35.8407988771,128.7099404859,89.0,31.0
35.840759,128.7099404859,89.0,31.0
35.840759,128.7099404859,89.0,31.0
35.8402947167,128.710451698,89.0,31.0
35.8402947167,128.710482,89.0,31.0
35.6794932733,128.4597583523,126.0,34.0
35.856786295,128.6273462727,170.0,30.0
35.8674791577,128.6332061607,121.0,29.0
35.8674791577,128.6332061607,125.0,25.0
35.8674791078,128.633484,125.0,25.0
35.867402,128.63363,121.0,29.0
35.8670482286,128.633296,121.0,29.0
35.8670041444,128.6334199342,125.0,25.0
35.867093409,128.6338401383,125.0,25.0
35.867093409,128.6338401383,121.0,29.0
35.854090945,128.6246395569,182.0,18.0
35.8535783438,128.6245753008,182.0,18.0
35.853396,128.6246707834,140.0,60.0
35.8531924727,128.6260673937,140.0,60.0
35.8531924727,128.6260673937,164.0,36.0
35.8538680867,128.6261984146,164.0,36.0
35.86096702,128.6469315207,133.0,47.0
35.8605842612,128.647618,133.0,47.0
35.8574505723,128.621905951,146.0,54.0
35.85764059,128.6226290191,146.0,54.0
35.857675,128.6226290191,140.0,60.0
35.8583088013,128.6229480548,140.0,60.0
35.8752654021,128.6582629084,97.0,23.0
35.8752654021,128.6582629084,97.0,23.0
35.8752654021,128.6582629084,89.0,31.0
36.17662296,126.8947628,105.0,25.0
36.27197477,126.865287,20.0,10.0
35.8251780915,128.5079385116,129.0,31.0
36.90220674,127.0661355,30.0,30.0
35.853647,128.6230617998,128.0,72.0
35.8536221045,128.6236114102,128.0,72.0
35.8536221045,128.6236114102,168.0,32.0
35.8541443732,128.6234538095,168.0,32.0
35.8541443732,128.6234538095,128.0,72.0
35.8638214258,128.6438620668,114.0,26.0
35.8638214258,128.643845,114.0,26.0
35.8634932398,128.643981,114.0,26.0
35.863448,128.6439602359,114.0,26.0
35.863552,128.6444299634,114.0,26.0
35.8635418693,128.644446,114.0,26.0
35.8639120939,128.6443679797,114.0,26.0
35.8639120939,128.6443679797,114.0,26.0
35.8498271339,128.6244574779,136.0,64.0
35.8498271339,128.6244574779,136.0,64.0
35.8494635702,128.6253733976,136.0,64.0
35.8497630857,128.6254617509,136.0,64.0
35.852129,128.6246650883,136.0,64.0
35.8524415318,128.6253497326,136.0,64.0
35.8524415318,128.625301,136.0,64.0
35.8519845607,128.6262155096,136.0,64.0
35.8565167492,128.6252174095,170.0,30.0
35.856524,128.6252174095,170.0,30.0
35.856786295,128.6273462727,170.0,30.0
35.8538338068,128.620735,162.0,38.0
35.8538338068,128.620784,130.0,70.0
35.853791,128.6212961459,130.0,70.0
35.8537664682,128.6212961459,162.0,38.0
35.8545093891,128.6213147066,162.0,38.0
35.8545093891,128.6213147066,130.0,70.0
35.8631474891,128.6268573091,140.0,60.0
35.8590840871,128.6270354699,157.0,43.0
35.8590840871,128.6270354699,157.0,43.0
35.8582887859,128.6260661753,140.0,60.0
35.8590840871,128.6270354699,157.0,43.0
35.8590840871,128.6270354699,140.0,60.0
35.8597453058,128.6218608272,132.0,68.0
35.8597453058,128.6218608272,156.0,44.0
35.859108161,128.6219571048,156.0,44.0
35.85915,128.6219571048,132.0,68.0
35.859073,128.6227043377,132.0,68.0
35.8590275095,128.6227043377,156.0,44.0
35.859641925,128.622867,156.0,44.0
35.859641925,128.6228364187,132.0,68.0
35.854085,128.622960817,128.0,72.0
35.854007,128.622960817,168.0,32.0
35.8536043898,128.623039,168.0,32.0
35.678292147,128.4600426425,126.0,34.0
36.9022113,127.0632289,30.0,30.0
37.742239,127.094217,58.0,17.0
37.743767,127.099722,47.0,17.0
37.743836,127.100203,47.0,17.0
37.735775,127.0913098,42.0,18.0
37.735757,127.0913098,42.0,18.0
35.8676310275,128.6226262373,153.0,27.0
35.8778082454,128.5818341798,165.0,35.0
37.5875672,127.1382775,117.0,33.0
37.5875672,127.1382775,117.0,33.0
37.5906351,127.1487876,125.0,25.0
37.5875541,127.1378053,120.0,30.0
37.5875541,127.1378053,117.0,33.0
37.6092476,127.1360513,69.0,21.0
37.6305102,127.1410294,150.0,30.0
37.6305102,127.1410294,155.0,25.0
37.58977319,127.1491711,125.0,25.0
36.9209874265,127.0630792494,30.0,30.0
36.9234392641,127.0604462,30.0,30.0
36.92340914,127.0604203761,30.0,30.0
36.9254247242,127.0603549269,30.0,30.0
36.9254247242,127.0603549269,30.0,30.0
36.9235571134,127.0525628346,30.0,30.0
36.9252326272,127.0541818134,30.0,30.0
36.9217161766,127.0541786632,30.0,30.0
36.9235571134,127.0525628346,30.0,30.0
36.9235571134,127.0525628346,30.0,30.0
36.9235571134,127.0525628346,30.0,30.0
36.9209874265,127.0630792494,30.0,30.0
37.5879165,127.138038,117.0,33.0
37.6295601372,127.1160394224,117.0,33.0
37.6295601372,127.1160253,125.0,25.0
35.688241,127.902445,116.0,54.0
35.688248,127.902574,143.0,27.0
35.688297,127.902515,116.0,54.0
35.688196,127.902531,143.0,27.0
35.798693,128.623748,119.0,31.0
36.90458499,127.0632324,30.0,30.0
36.24897891,128.3053336,133.0,17.0
36.24897891,128.3053336,98.0,23.0
36.2531293,128.3067813,143.0,17.0
36.25345379,128.3039225,143.0,17.0
36.7630118504,127.0108114092,30.0,30.0
36.25345379,128.3039225,97.0,23.0
36.25310899,128.3067813,133.0,17.0
36.25345379,128.3039225,133.0,17.0
36.25345379,128.3039225,143.0,17.0
36.25097309,128.3065391,133.0,17.0
37.72609443,126.7609012,115.0,32.0
36.11849983,128.4282452,106.0,24.0
36.11849983,128.4282452,106.0,24.0
36.11805661,128.4280542,133.0,17.0
36.11796218,128.4267135,101.0,29.0
36.11757604,128.4268426,103.0,27.0
36.2082475,128.3323079,97.0,23.0
36.2082475,128.3323079,133.0,17.0
36.2083555,128.331541,106.0,24.0
36.24897891,128.3053336,98.0,23.0
37.72147402,126.7371394,115.0,35.0
35.8329177445,128.5979990661,173.0,27.0
35.8320566693,128.5807514385,121.0,39.0
35.8330424174,128.5790670026,121.0,39.0
35.8330424174,128.5790670026,134.0,26.0
35.8344261674,128.5807777548,134.0,26.0
35.83091114,128.573162,111.0,49.0
35.8310163884,128.5735419658,111.0,49.0
36.1136208,128.4244719,108.0,22.0
36.11718162,128.4248303,143.0,17.0
36.11529169,128.4243427,127.0,22.0
36.11672889,128.425154,106.0,24.0
36.11849983,128.4282452,106.0,24.0
35.8396135123,128.6050941649,131.0,49.0
35.8360160472,128.6057317156,129.0,51.0
35.8360160472,128.6057317156,129.0,51.0
35.8360160472,128.6057317156,135.0,45.0
35.8417365822,128.6059377189,135.0,45.0
35.8417365822,128.6059377189,131.0,49.0
36.1666507,128.4161919,97.0,23.0
36.16660953,128.4161919,97.0,23.0
35.8582343088,128.6786155252,100.0,20.0
35.846562,128.7075481933,108.0,22.0
35.846506,128.7075481933,116.0,14.0
35.8463125096,128.7073570732,116.0,14.0
35.846347,128.7073570732,108.0,22.0
35.8463125096,128.7073570732,108.0,22.0
35.840176,128.6923098137,116.0,24.0
35.8383659029,128.7235819008,100.0,30.0
35.8383659029,128.7235819008,100.0,30.0
35.8367460473,128.7236877304,100.0,30.0
35.8367460473,128.7236877304,100.0,30.0
35.8383659029,128.7235819008,100.0,30.0
35.8383659029,128.7235819008,100.0,30.0
35.8383659029,128.7235819008,100.0,30.0
35.8383659029,128.7235819008,100.0,30.0
35.8367460473,128.7236877304,100.0,30.0
35.8367460473,128.7236877304,100.0,30.0
35.836194,128.7177204184,124.0,46.0
35.8361718831,128.717786,116.0,54.0
35.8367855066,128.718059,116.0,54.0
35.837280848,128.7047163016,77.0,23.0
35.8348814837,128.7054599666,77.0,23.0
35.837280848,128.7047163016,72.0,28.0
35.6821017655,128.4590964133,92.0,38.0
35.8470558934,128.6524628537,103.0,27.0
35.8470558934,128.6524628537,94.0,36.0
35.8470558934,128.6524628537,103.0,27.0
35.8470558934,128.6524628537,94.0,36.0
35.8743956534,128.6596571154,96.0,24.0
35.8743956534,128.659624,96.0,24.0
35.8582343088,128.6786155252,96.0,24.0
35.8582343088,128.6786155252,96.0,24.0
35.8540863833,128.6809683512,98.0,22.0
35.8540863833,128.6809683512,98.0,22.0
35.8540863833,128.6809683512,101.0,19.0
35.8540863833,128.6809683512,101.0,19.0
35.8529840268,128.6841272793,96.0,24.0
35.8529840268,128.684141,96.0,24.0
35.8529840268,128.6841272793,104.0,16.0
35.8529840268,128.6841272793,104.0,16.0
35.8516500571,128.6855937835,100.0,20.0
35.8516500571,128.6855937835,105.0,15.0
35.8516500571,128.6855937835,100.0,20.0
35.8516500571,128.6855937835,105.0,15.0
35.858261,128.6786155252,105.0,15.0
35.8582343088,128.6786155252,105.0,15.0
35.8582343088,128.6786155252,100.0,20.0
36.27193472,128.3478912,98.0,23.0
36.27193472,128.3478912,97.0,23.0
36.27193472,128.3478912,97.0,23.0
36.27193472,128.3478912,97.0,23.0
36.90205799,127.0658981,30.0,30.0
36.16228274,128.4664371,133.0,17.0
36.16228274,128.4664371,133.0,17.0
36.90459939,127.0629169,30.0,30.0
36.16551693,128.4349256,133.0,17.0
36.16551693,128.4349256,106.0,24.0
36.16658812,128.4444835,103.0,25.0
36.20244969,128.3903159,158.0,22.0
36.20244969,128.3903595,133.0,17.0
37.72147402,126.7371394,115.0,40.0
36.19803992,128.3913972,97.0,23.0
36.19803992,128.3913972,103.0,27.0
36.16712652,128.4159337,133.0,17.0
36.16712652,128.4159389,106.0,24.0
36.16495648,128.434513,98.0,23.0
36.16652381,128.4444835,101.0,29.0
37.71733845,126.7338628,110.0,40.0
36.16495851,128.4423599,143.0,17.0
36.16495851,128.4423599,143.0,17.0
36.16495851,128.4423068,143.0,17.0
36.16495851,128.4423599,143.0,17.0
36.16495851,128.4423676,133.0,17.0
36.18334555,128.3980179,97.0,22.0
36.18334555,128.3980179,97.0,23.0
36.19249131,128.39435,98.0,23.0
36.19249131,128.39435,98.0,23.0
36.19249131,128.39435,97.0,23.0
37.71789626,126.7442538,110.0,40.0
36.13290262,128.43779,97.0,23.0
36.13290262,128.43779,98.0,23.0
36.13290262,128.43779,98.0,23.0
36.16495851,128.4423676,133.0,17.0
36.16495851,128.4423068,97.0,23.0
36.16495851,128.4423599,97.0,23.0
36.16495851,128.4423599,133.0,17.0
36.16495851,128.4423599,143.0,17.0
36.12542785,128.3348798,106.0,24.0
36.12542785,128.3348798,98.0,23.0
36.12438443,128.3283988,97.0,23.0
36.12516765,128.3341169,143.0,17.0
36.12533745,128.3347595,133.0,17.0
36.12516765,128.3341554,106.0,24.0
36.12467387,128.3291585,133.0,17.0
36.12467387,128.3291585,143.0,17.0
36.12439844,128.3283988,97.0,23.0
36.12467387,128.3291585,106.0,24.0
36.08062238,128.3546193,106.0,24.0
36.08402548,128.359256,133.0,17.0
36.08456668,128.3599418,97.0,23.0
36.08489643,128.359905,97.0,23.0
36.07167119,128.3498775,106.0,24.0
36.07168264,128.3498775,123.0,26.0
36.12409071,128.3267398,143.0,17.0
36.12410496,128.3274058,97.0,23.0
36.12686093,128.3367643,97.0,23.0
36.12664541,128.3370624,133.0,17.0
37.71299273,126.7424609,120.0,31.0
36.07718436,128.3512165,149.0,31.0
36.0771389,128.3519796,158.0,22.0
36.0714298,128.3495538,97.0,23.0
36.07200019,128.349444,106.0,24.0
36.07961673,128.3534921,98.0,23.0
36.07961673,128.3534921,133.0,17.0
36.07919633,128.3542939,143.0,17.0
36.1265552,128.3364641,106.0,24.0
36.12075001,128.3524094,97.0,23.0
36.12075001,128.3524234,98.0,23.0
36.12075001,128.3524094,97.0,23.0
36.12075001,128.3524094,133.0,17.0
36.1204601,128.3593377,133.0,17.0
36.07336015,128.3502267,143.0,17.0
37.90514741,127.2091227,102.0,18.0
37.90514741,127.209169,102.0,19.0
37.9042131,127.2088329,102.0,19.0
35.8269593532,128.5079219762,130.0,30.0
36.90443251,127.0629135,30.0,30.0
36.77205729,127.0766460021,30.0,30.0
37.6295601372,127.1160394224,117.0,33.0
37.6295601372,127.1160394224,117.0,33.0
37.6317075364,127.1158593774,117.0,33.0
37.6295601372,127.1160394224,117.0,33.0
37.6295601372,127.1160394224,117.0,33.0
37.91434843,127.2140407,61.0,20.0
37.91486034,127.2139574,61.0,20.0
37.9042131,127.2088329,105.0,16.0
37.90500108,127.2094991,105.0,16.0
37.80472665,127.1353961,204.0,16.0
37.8047673,127.1353406,204.0,16.0
37.80437285,127.1352715,183.0,16.0
37.80437285,127.1352369,183.0,16.0
37.80453406,127.1349206,183.0,16.0
37.80434385,127.1346923,175.0,25.0
37.8045981,127.1349206,175.0,25.0
37.92181615,127.2161548,70.0,19.0
37.92063912,127.2156015,70.0,19.0
37.81842037,127.1593299,140.0,20.0
37.81842037,127.1593299,144.0,22.0
37.81842037,127.1593299,140.0,20.0
37.81842037,127.1593357,140.0,20.0
37.81842037,127.1593357,144.0,22.0
37.81842037,127.1593299,144.0,22.0
37.81842037,127.1593299,140.0,20.0
37.80437285,127.1352369,183.0,16.0
37.80321641,127.164769,93.0,17.0
37.80308455,127.1639673,93.0,17.0
37.81400158,127.1611631,54.0,14.0
37.8145027,127.1610316,80.0,15.0
37.8145027,127.1610316,55.0,14.0
37.8144057,127.1608909,80.0,15.0
37.81842037,127.1593299,144.0,22.0
37.8053787,127.1317089,196.0,24.0
37.77140409,127.1639949,98.0,23.0
37.7691673,127.1639785,98.0,23.0
37.80321641,127.164769,93.0,17.0
37.80321641,127.164769,93.0,17.0
37.8276704,127.1490056,162.0,37.0
37.82763722,127.1490056,162.0,36.0
37.79199069,127.1334126,78.0,19.0
37.79199069,127.1334943,78.0,19.0
37.7691673,127.1639785,98.0,23.0
37.77135549,127.1645235,98.0,23.0
37.77135549,127.1645235,98.0,23.0
37.827789,127.1458782,109.0,36.0
37.827789,127.1458782,109.0,36.0
37.827789,127.1458782,109.0,36.0
37.82808984,127.1459228,109.0,36.0
37.8293633,127.1478293,91.0,29.0
37.82808984,127.1459228,91.0,29.0
37.8252833,127.1466857,164.0,35.0
37.82548521,127.1466234,164.0,35.0
37.8272155,127.1488417,165.0,35.0
35.8242404291,128.5069546675,129.0,31.0
35.8675637302,128.6233451476,152.0,28.0
36.11554235,128.3615803,158.0,22.0
36.11550035,128.3615803,127.0,22.0
36.11983111,128.3596773,98.0,23.0
36.11906261,128.3603528,133.0,17.0
36.12676033,128.3366666,97.0,23.0
36.12131702,128.3506036,143.0,17.0
37.71299273,126.7424609,120.0,31.0
36.13178396,128.3239599,143.0,17.0
36.7839113107,126.9991779341,30.0,30.0
36.13207339,128.3242177,106.0,24.0
36.1316667,128.3236095,97.0,23.0
36.13178396,128.3239301,106.0,24.0
36.1316667,128.3236762,143.0,17.0
36.12875038,128.3313345,97.0,23.0
37.71223811,126.7462207,120.0,30.0
37.6295601372,127.1160394224,125.0,25.0
37.6295601372,127.1160394224,125.0,25.0
